-5.1837,9.7155,6.2049
9.2899,-6.4242,-8.5247
9.7050,-5.1631,-8.7598
-6.6364,8.4027,5.7526
-4.7093,8.6399,5.2738
10.2999,-6.5676,-8.0134
-4.7344,9.0336,5.9949
9.5326,-5.5287,-7.7249
-5.0232,7.9103,3.8302
8.4554,-9.4291,-7.9818
-5.5753,7.8474,4.1311
-6.1522,10.7016,4.5693
7.6029,-8.4047,-7.9814
10.5086,-6.1559,-7.0605
8.9655,-6.3905,-7.7594
9.4627,-4.6730,-6.2580
9.9013,-4.9984,-5.7567
8.7610,-8.1400,-7.2310
8.8366,-8.2064,-7.5756
-3.1172,9.0573,5.2290
8.4339,-8.3206,-9.4594
10.0491,-7.0280,-7.6762
10.1613,-5.8082,-8.7267
8.3307,-9.1916,-8.3357
10.0331,-8.4065,-9.3300
7.9420,-7.6431,-8.0216
8.8395,-9.1170,-8.8486
7.5935,-8.5668,-8.7652
-5.4326,8.8447,6.0746
9.0090,-4.3254,-4.8177
9.6580,-7.5391,-8.0431
8.3521,-8.3812,-8.8250
8.5018,-9.0587,-7.0819
-3.7572,10.6310,6.3937
-4.9138,9.5004,2.8691
-2.4569,10.5420,3.3045
7.3437,-6.1666,-6.8433
9.8477,-7.3973,-8.1126
10.3474,-5.6614,-7.1765
-3.5449,9.0395,5.8374
-3.5325,8.3833,5.5863
9.6902,-4.8505,-7.8218
8.3150,-5.3044,-7.6363
-5.3119,9.6900,6.2633
9.2720,-4.1744,-6.8557
-5.0751,8.7712,4.6816
5.4304,-9.1963,-10.0313
11.3840,-5.3486,-9.4311
8.8405,-10.6743,-7.1918
10.0787,-6.0026,-7.3525
-4.6049,8.4035,4.1573
-2.4130,6.9616,2.9713
-4.7672,9.9825,5.8824
7.8907,-10.0876,-7.8046
10.8960,-6.2418,-7.1232
8.9234,-6.2954,-7.1946
6.8493,-7.8565,-8.7988
9.0663,-6.2927,-8.3619
-3.9602,8.6557,6.6528
8.2469,-7.7060,-8.2697
9.3262,-5.0909,-6.6755
11.7950,-6.2017,-8.0401
8.6273,-9.1862,-8.5097
9.7857,-6.2958,-7.9413
10.7815,-5.4802,-5.9324
-4.4335,8.0985,4.9280
11.2101,-5.3678,-6.5840
8.1602,-6.3711,-4.6970
8.4576,-9.0119,-8.7904
-5.6812,8.9990,6.3256
6.4175,-8.4513,-8.1902
10.5942,-5.0378,-7.4243
-3.0644,7.2776,6.1408
7.8586,-8.6739,-7.1905
7.6304,-9.1637,-8.7706
9.6283,-6.1478,-5.6214
7.7529,-7.9696,-8.5099
-3.7489,9.9334,4.2325
9.2239,-7.1195,-9.9456
9.9081,-6.1628,-9.0498
11.7766,-4.1439,-6.5844
9.5034,-7.3241,-7.7180
8.9265,-7.8198,-7.6067
9.2108,-9.2459,-8.4744
9.1819,-11.5719,-8.8118
9.9483,-5.9980,-7.1651
-2.4237,9.2939,4.7672
8.7710,-10.0218,-9.6976
10.6398,-6.6063,-5.9694
8.3744,-9.5615,-8.4201
-2.1481,10.1918,6.0663
8.0535,-9.3109,-9.7602
11.6156,-7.7513,-6.5057
8.7405,-9.1304,-8.8852
-3.8190,7.8899,5.3730
8.3787,-6.0010,-6.4147
10.5016,-7.9611,-8.1817
8.8271,-6.5248,-6.5526
9.0185,-9.8184,-8.7713
9.2492,-7.1749,-5.1885
9.9013,-6.0822,-6.3295
-4.7830,8.4560,6.3274
5.7927,-8.8933,-8.0453
-3.3961,10.1242,5.8782
-6.2744,9.4270,5.4329
-3.9949,9.4634,6.3647
-4.6992,9.5584,4.6762
8.5556,-5.1665,-7.0826
7.1178,-9.2855,-7.3744
7.5415,-6.4831,-8.7576
-5.6630,8.8656,4.5585
10.2921,-4.2586,-9.3759
8.7157,-8.4628,-7.9723
8.9791,-6.8017,-8.8855
7.8929,-8.6214,-8.8671
-2.4167,6.9556,6.3889
-6.4043,8.6570,3.8352
10.3748,-5.3794,-8.9778
8.9139,-5.2225,-5.4781
8.0385,-6.5952,-7.5836
7.9094,-9.3566,-9.3098
-3.0727,6.0426,5.4103
-3.0992,9.0334,6.0087
9.6731,-7.9360,-8.9152
-4.8376,8.3356,5.5051
6.8449,-7.0350,-9.0122
8.3136,-7.7026,-7.0324
-5.1068,9.1702,4.9080
6.9251,-8.9825,-9.1179
-4.8729,9.8517,5.9605
10.7818,-4.7478,-8.8457
8.8668,-6.8748,-6.8700
8.3183,-9.0182,-8.0600
-6.4786,9.3899,4.8008
-4.8963,7.6164,5.4331
9.9998,-10.3162,-8.1682
7.4989,-9.1659,-7.5064
9.3598,-8.4098,-9.0618
7.6490,-7.6807,-9.2769
8.7921,-9.3317,-8.9939
8.9924,-7.7836,-9.4905
11.0958,-6.0699,-8.7093
-4.8622,8.9601,7.0496
7.5136,-9.0914,-9.9767
-5.0071,8.6489,6.9624
-1.6064,8.8298,5.3331
-4.9741,10.0568,6.8641
8.4163,-5.9772,-8.1827
9.4342,-3.3539,-8.2924
8.3826,-9.3663,-8.5402
6.9591,-8.8671,-9.7119
8.3313,-9.1913,-8.9522
7.9571,-8.6476,-9.8680
10.0686,-4.8585,-7.5900
9.9421,-8.8958,-9.6774
7.8571,-7.4451,-8.1419
10.7839,-6.4394,-8.4077
9.6790,-5.6551,-6.6926
9.5222,-4.9973,-6.5044
8.7978,-11.3399,-8.1325
10.2108,-6.2813,-7.9651
-4.6654,9.6094,5.7581
-4.5685,7.2046,5.0188
8.8320,-8.5469,-8.8140
-5.0705,8.1552,6.0737
-5.1490,9.2544,6.9528
6.8158,-7.0761,-8.0567
6.6711,-8.0437,-7.6914
-4.0091,9.0400,5.1278
8.6280,-9.8329,-8.9627
11.0909,-6.7168,-7.4957
-3.2127,7.7548,5.7032
8.8936,-8.6116,-9.9954
-3.4666,8.1114,5.2454
9.3275,-7.5496,-6.9874
-3.9773,10.7093,5.3418
-2.4225,10.0343,5.1522
-4.2177,9.5293,5.2778
-5.2521,9.2106,5.6614
7.9617,-3.8976,-7.0772
9.3527,-7.7542,-6.6694
7.3580,-7.6870,-10.8593
7.1658,-7.6659,-8.1322
11.7536,-3.5603,-6.8784
8.0585,-4.7393,-7.7495
-3.2124,9.5618,7.9487
10.6998,-5.5721,-7.8061
10.4699,-6.5159,-7.3411
6.8809,-7.2481,-8.7787
9.3307,-5.1822,-6.9644
7.9824,-11.7623,-8.5504
10.1574,-5.8039,-7.4730
8.9248,-4.7859,-6.8728
8.1413,-8.7516,-6.7778
9.0998,-7.8356,-10.4615
9.6757,-8.6869,-8.4262
7.4540,-8.8986,-7.6004
-3.9325,8.7829,4.5529
-5.3579,8.6028,5.3194
-3.4276,9.2084,7.1305
7.6855,-6.9326,-8.8180
-5.1541,9.7958,6.8708
10.2112,-5.2573,-7.0930
-5.5112,9.5420,4.1788
-4.6265,9.0650,5.6046
6.7100,-8.7802,-6.9291
-3.9027,6.4173,7.5428
6.5702,-8.5927,-8.4693
-5.1646,9.4340,4.5644
-4.1875,8.9099,6.1506
-5.1218,8.0158,5.0659
10.3708,-5.2970,-6.9256
-4.1946,9.0412,4.7390
-4.9726,8.5864,5.3524
10.3590,-5.1357,-7.4489
-3.7262,9.5441,4.8094
9.1880,-9.3336,-7.5197
5.8041,-8.9487,-8.2806
11.0452,-6.5209,-5.4931
7.9383,-8.6202,-8.8795
10.5466,-6.4719,-7.4468
9.3994,-3.3757,-7.6671
10.3636,-4.4628,-7.9597
-4.0758,9.3489,6.0946
10.2933,-6.1715,-6.5348
-5.5847,8.5279,5.3930
8.5840,-8.6810,-8.3318
9.9062,-5.8702,-9.9915
11.0908,-4.4821,-11.1251
8.7206,-9.0222,-6.7363
-4.4553,8.7851,5.1125
8.9036,-7.8988,-8.2801
10.7109,-5.0758,-7.4440
-4.9085,9.8996,3.4025
-6.0469,10.3450,6.8575
-4.5927,8.9161,3.9833
9.2027,-6.0304,-6.4143
10.5311,-5.3094,-7.5015
-3.4862,8.0893,4.6580
10.3988,-4.3276,-7.0482
9.8617,-5.6430,-6.8155
-4.2760,9.9543,4.3521
10.2590,-4.9213,-8.1997
9.0936,-5.3539,-5.9511
9.9624,-9.3248,-7.5175
-5.4012,7.8535,6.9111
8.8193,-6.1168,-7.2095
7.0479,-9.1697,-8.6799
8.6564,-6.8790,-7.9395
7.9812,-8.3439,-8.8464
11.4614,-5.6364,-7.7304
7.1227,-6.8865,-7.9017
9.4491,-7.4787,-8.3679
-4.3304,10.8075,6.0051
10.2362,-7.2423,-6.4931
-3.3411,7.1765,4.1543
-3.0059,9.8781,5.1409
6.9692,-6.9758,-7.6634
-3.6473,8.3885,4.6921
9.3318,-5.3385,-7.7291
8.1268,-5.5563,-7.5085
9.9698,-6.4036,-6.9869
-3.8866,9.7318,5.3476
-3.2685,9.9464,3.7212
-2.6994,6.8972,5.3657
8.6565,-8.6097,-8.3915
11.3600,-5.1984,-7.0108
-4.1320,9.2528,5.8591
7.7695,-9.2075,-8.1029
6.3598,-9.5239,-9.1508
-3.6021,9.3404,5.7455
-3.9560,9.1415,5.5135
9.8528,-5.9529,-7.6183
9.7133,-7.9641,-8.0470
-4.0056,9.3089,6.1394
9.3851,-6.8915,-6.9272
8.7455,-7.2613,-9.5681
-5.5766,7.2851,7.7338
7.0365,-8.9652,-9.9706
-4.9030,10.0125,5.0769
8.4284,-5.9078,-7.1323
-4.5157,9.0061,6.3356
9.2617,-5.6864,-6.1263
-5.5827,10.4605,6.8330
5.6040,-8.3729,-6.9367
-2.8135,9.4321,6.0371
-3.6946,10.2607,5.8066
10.3448,-7.3485,-5.4341
7.1692,-9.8105,-8.7203
-5.1830,8.6483,5.5758
-4.3776,10.2472,7.0575
-3.7019,8.7128,4.6913
-4.2338,8.8097,5.5568
10.3125,-9.3773,-9.0349
-3.0995,9.3370,5.6753
9.5105,-8.7710,-9.6761
10.0566,-8.2374,-7.4044
9.7587,-6.6381,-8.4295
8.0616,-9.7777,-8.2307
7.7583,-5.2166,-4.7250
-4.1950,9.2266,3.6296
7.4919,-8.7662,-9.3901
-3.1634,10.0535,3.6525
-5.5695,10.3576,5.0508
8.3753,-7.1435,-8.9306
9.5880,-9.6970,-9.6064
10.2497,-8.9658,-8.4498
8.1836,-9.4503,-6.9051
-6.6167,9.9730,4.7399
8.2836,-8.9926,-8.0262
9.1515,-5.1607,-7.7525
-4.1326,7.7846,2.9396
9.9566,-4.7388,-6.4130
7.8342,-8.6032,-7.6174
-3.7483,10.3536,5.0509
